timestamp,open,high,low,close,volume,trade_count,vwap,symbol
2021-04-12 04:00:00+00:00,168.69,169.81,167.69,168.33,1289382,12627,168.490242,ZBH
2021-04-13 04:00:00+00:00,167.49,169.14,167.18,168.47,876859,11954,168.092535,ZBH
2021-04-14 04:00:00+00:00,168.91,170.525,168.06,168.31,892191,16969,169.249714,ZBH
2021-04-15 04:00:00+00:00,168.6,172.34,168.6,171.76,933507,12861,171.605692,ZBH
2021-04-16 04:00:00+00:00,172.74,173.22,170.38,171.88,711084,10832,171.63212,ZBH
2021-04-19 04:00:00+00:00,171.92,173.025,170.08,172.53,1091216,12721,172.028744,ZBH
2021-04-20 04:00:00+00:00,172.53,175.18,172.22,173.81,1161449,18748,173.572103,ZBH
2021-04-21 04:00:00+00:00,174.04,177.45,173.37,176.65,1086674,15114,176.363933,ZBH
2021-04-22 04:00:00+00:00,176.58,179.19,175.46,177.38,1007166,13446,177.595082,ZBH
2021-04-23 04:00:00+00:00,177.02,178.87,176.49,177.62,908031,12829,177.838977,ZBH
2021-04-26 04:00:00+00:00,178.21,178.21,175.47,175.72,819609,11844,176.505119,ZBH
2021-04-27 04:00:00+00:00,175.83,177.75,174.56,176.35,811995,11251,176.788277,ZBH
2021-04-28 04:00:00+00:00,176.64,178.64,175.82,178.5,974844,13693,177.583273,ZBH
2021-04-29 04:00:00+00:00,179.25,180.36,177.06,178.61,886321,14992,178.505244,ZBH
2021-04-30 04:00:00+00:00,178.09,178.45,176.08,177.16,1287292,17947,176.988999,ZBH
2021-05-03 04:00:00+00:00,178.5,178.76,176.98,177.94,1288025,20055,177.726896,ZBH
2021-05-04 04:00:00+00:00,160.29,176.06,170.12,172.93,1732452,24093,172.537891,ZBH
2021-05-05 04:00:00+00:00,173.73,174.77,171.03,173.55,995001,16680,173.161551,ZBH
2021-05-06 04:00:00+00:00,173.04,173.69,169.75,173.23,748712,11965,172.261779,ZBH
2021-05-07 04:00:00+00:00,173.03,174.84,172.31,172.49,989355,13998,173.316731,ZBH
2021-05-10 04:00:00+00:00,172.66,173.18,171.24,171.95,1157129,20288,172.296117,ZBH
2021-05-11 04:00:00+00:00,171.71,171.84,167.07,167.55,1402962,20779,168.324596,ZBH
2021-05-12 04:00:00+00:00,166.08,166.98,163.65,163.77,1425588,21209,164.847409,ZBH
2021-05-13 04:00:00+00:00,164.07,166.42,164.07,165.63,1117995,15521,165.481925,ZBH
2021-05-14 04:00:00+00:00,166.16,168.49,165.25,167.27,563648,10996,167.530432,ZBH
2021-05-17 04:00:00+00:00,166.84,167.35,165.49,165.81,598734,11292,166.244428,ZBH
2021-05-18 04:00:00+00:00,165.77,167.74,165.74,166.54,862741,14414,167.064099,ZBH
2021-05-19 04:00:00+00:00,165.05,165.88,163.81,165.76,738453,12594,165.244744,ZBH
2021-05-20 04:00:00+00:00,165.82,167.66,165.42,166.93,767960,12764,166.874454,ZBH
2021-05-21 04:00:00+00:00,168.0,169.51,167.13,167.32,824417,14433,168.008491,ZBH
2021-05-24 04:00:00+00:00,168.62,169.04,167.61,167.86,783540,12169,168.027595,ZBH
2021-05-25 04:00:00+00:00,168.78,169.51,167.42,167.76,633627,11495,168.097818,ZBH
2021-05-26 04:00:00+00:00,166.68,167.13,163.075,164.18,1383491,20454,164.270935,ZBH
2021-05-27 04:00:00+00:00,165.0,167.925,164.52,167.63,1839514,19099,166.666163,ZBH
2021-05-28 04:00:00+00:00,168.94,169.52,167.78,168.33,1366969,15655,168.418519,ZBH
2021-06-01 04:00:00+00:00,169.47,169.98,165.99,166.22,914973,14368,166.983933,ZBH
2021-06-02 04:00:00+00:00,166.1,166.2,160.29,161.06,1920047,26364,161.818382,ZBH
2021-06-03 04:00:00+00:00,160.38,160.85,157.9,159.94,1992247,26444,159.456279,ZBH
2021-06-04 04:00:00+00:00,160.77,160.77,158.96,159.13,2068632,25712,159.557643,ZBH
2021-06-07 04:00:00+00:00,159.97,160.0,157.4,157.9,1783377,22458,158.288354,ZBH
2021-06-08 04:00:00+00:00,158.88,158.91,155.73,157.54,1062476,17371,157.303956,ZBH
2021-06-09 04:00:00+00:00,157.72,158.6794,157.275,158.22,785485,12851,158.155056,ZBH
2021-06-10 04:00:00+00:00,158.55,159.8699,158.5,159.26,853077,15622,159.266283,ZBH
2021-06-11 04:00:00+00:00,159.12,159.285,157.38,158.28,1110641,16114,158.082127,ZBH
2021-06-14 04:00:00+00:00,158.21,158.72,156.69,157.55,1265847,18240,157.385187,ZBH
2021-06-15 04:00:00+00:00,157.84,159.24,157.0932,158.34,1376390,17827,158.210885,ZBH
2021-06-16 04:00:00+00:00,158.61,159.22,156.48,158.03,1418552,19545,158.083831,ZBH
2021-06-17 04:00:00+00:00,157.71,160.91,157.71,160.39,1353973,18372,159.915876,ZBH
2021-06-18 04:00:00+00:00,159.38,160.04,158.0,158.51,2243800,20496,158.862982,ZBH
2021-06-21 04:00:00+00:00,159.44,164.07,158.77,163.48,1575655,22358,162.907892,ZBH
2021-06-22 04:00:00+00:00,163.8,167.15,162.78,166.38,2077426,25121,165.958935,ZBH
2021-06-23 04:00:00+00:00,166.38,166.715,164.46,164.47,1185698,15796,165.575435,ZBH
2021-06-24 04:00:00+00:00,165.4,165.4,163.6,164.39,1088602,16448,164.515401,ZBH
2021-06-25 04:00:00+00:00,164.53,167.59,164.53,165.85,1069976,14005,166.243402,ZBH
2021-06-28 04:00:00+00:00,166.1,166.1,161.9,163.7,1652749,20407,163.482781,ZBH
2021-06-29 04:00:00+00:00,163.71,164.05,161.0,161.18,1100266,18427,161.77715,ZBH
2021-06-30 04:00:00+00:00,160.64,161.81,160.04,160.82,1240104,18385,160.835108,ZBH
2021-07-01 04:00:00+00:00,161.5,163.17,160.71,163.14,1133593,18096,162.564437,ZBH
2021-07-02 04:00:00+00:00,162.98,163.835,162.1,163.52,892015,15632,163.153789,ZBH
2021-07-06 04:00:00+00:00,162.85,163.46,161.95,162.78,1216035,15495,162.70138,ZBH
2021-07-07 04:00:00+00:00,163.18,163.58,160.36,161.1,1481764,21717,160.994851,ZBH
2021-07-08 04:00:00+00:00,159.48,160.225,157.96,159.26,1056419,17362,159.221465,ZBH
2021-07-09 04:00:00+00:00,159.25,160.18,158.3,159.31,720880,13330,159.223763,ZBH
2021-07-12 04:00:00+00:00,158.75,160.39,158.02,159.76,750973,13647,159.590182,ZBH
2021-07-13 04:00:00+00:00,159.49,160.2,156.65,157.04,907859,14100,157.339522,ZBH
2021-07-14 04:00:00+00:00,157.45,157.7299,155.22,155.58,1133664,15762,155.822569,ZBH
2021-07-15 04:00:00+00:00,154.69,155.33,152.48,153.1,1477163,20122,153.087609,ZBH
2021-07-16 04:00:00+00:00,153.46,153.93,151.09,153.4,2022456,23642,152.983698,ZBH
2021-07-19 04:00:00+00:00,151.44,151.93,149.34,150.17,1386084,18445,150.315237,ZBH
2021-07-20 04:00:00+00:00,150.26,156.02,150.26,155.63,1734444,20964,154.803894,ZBH
2021-07-21 04:00:00+00:00,157.52,159.84,156.29,159.57,1748122,23038,158.636858,ZBH
2021-07-22 04:00:00+00:00,159.98,159.98,156.84,158.66,859685,12446,158.384772,ZBH
2021-07-23 04:00:00+00:00,159.65,160.78,159.12,159.97,790209,13473,160.093818,ZBH
2021-07-26 04:00:00+00:00,159.16,160.1,157.98,159.65,566737,11231,159.281615,ZBH
2021-07-27 04:00:00+00:00,159.08,163.27,158.53,162.84,950103,15331,162.465178,ZBH
2021-07-28 04:00:00+00:00,163.33,163.59,161.9025,162.56,879347,12961,162.688383,ZBH
2021-07-29 04:00:00+00:00,163.29,163.5,160.705,162.74,901088,14391,162.42406,ZBH
2021-07-30 04:00:00+00:00,162.79,164.98,162.41,163.42,1118638,14544,163.873352,ZBH
2021-08-02 04:00:00+00:00,164.08,165.395,162.78,163.01,1666264,20283,163.719972,ZBH
2021-08-03 04:00:00+00:00,153.42,155.095,150.04,153.71,4328288,51520,153.269863,ZBH
2021-08-04 04:00:00+00:00,152.75,153.5,147.45,148.23,2384881,30458,148.708199,ZBH
2021-08-05 04:00:00+00:00,148.21,150.26,147.29,150.17,1733544,22953,148.974458,ZBH
2021-08-06 04:00:00+00:00,150.3,150.625,147.5,149.0,1604984,17921,148.568206,ZBH
2021-08-09 04:00:00+00:00,149.0,149.1,146.76,147.44,1715012,16933,147.982777,ZBH
2021-08-10 04:00:00+00:00,147.2,147.215,143.66,145.77,3041166,24473,145.526427,ZBH
2021-08-11 04:00:00+00:00,146.83,146.87,145.57,145.7,1327888,16483,146.059806,ZBH
2021-08-12 04:00:00+00:00,145.44,147.02,145.33,146.41,2156394,23554,146.313334,ZBH
2021-08-13 04:00:00+00:00,146.0,146.76,144.96,146.09,1456693,17220,145.881367,ZBH
2021-08-16 04:00:00+00:00,145.96,147.07,144.46,146.57,1773935,16571,146.418095,ZBH
2021-08-17 04:00:00+00:00,146.07,148.18,144.55,147.86,1991651,20344,147.440425,ZBH
2021-08-18 04:00:00+00:00,148.06,148.32,144.33,144.38,1295254,20557,145.449571,ZBH
2021-08-19 04:00:00+00:00,142.86,144.83,142.86,144.12,1162420,17900,143.934485,ZBH
2021-08-20 04:00:00+00:00,143.86,146.15,143.17,145.46,1017580,14704,145.309276,ZBH
2021-08-23 04:00:00+00:00,146.05,146.45,144.12,145.34,1095838,16193,145.340493,ZBH
2021-08-24 04:00:00+00:00,145.24,149.355,145.24,148.74,2368770,21940,148.427716,ZBH
2021-08-25 04:00:00+00:00,149.0,151.72,148.33,150.39,1664385,20741,150.291952,ZBH
2021-08-26 04:00:00+00:00,149.85,150.96,149.01,149.59,1092359,15420,149.955203,ZBH
2021-08-27 04:00:00+00:00,149.93,151.0299,149.23,150.07,1080868,13760,150.207431,ZBH
2021-08-30 04:00:00+00:00,150.24,151.01,149.41,149.78,894374,13619,150.138063,ZBH
2021-08-31 04:00:00+00:00,150.12,150.93,149.77,150.45,1185030,15798,150.420765,ZBH
2021-09-01 04:00:00+00:00,150.76,151.14,149.555,150.87,882958,14155,150.802577,ZBH
2021-09-02 04:00:00+00:00,151.45,152.34,148.53,149.09,1308283,19136,149.91874,ZBH
2021-09-03 04:00:00+00:00,148.88,149.28,146.01,146.74,2740279,28955,146.88817,ZBH
2021-09-07 04:00:00+00:00,146.34,147.3,144.9,146.62,1504978,21751,146.348634,ZBH
2021-09-08 04:00:00+00:00,146.3,148.33,145.3,147.48,1314560,18577,147.290962,ZBH
2021-09-09 04:00:00+00:00,147.37,149.64,144.27,144.34,1336906,20888,145.99327,ZBH
2021-09-10 04:00:00+00:00,144.44,144.76,140.36,140.44,1309909,22049,141.604641,ZBH
2021-09-13 04:00:00+00:00,140.89,142.52,140.5,141.0,1503428,25953,141.151119,ZBH
2021-09-14 04:00:00+00:00,141.03,150.1,139.31,147.68,4130207,50718,146.71503,ZBH
2021-09-15 04:00:00+00:00,147.73,148.25,144.79,146.01,1955602,25881,146.264169,ZBH
2021-09-16 04:00:00+00:00,146.71,147.94,145.42,146.23,1421390,20034,146.247883,ZBH
2021-09-17 04:00:00+00:00,145.51,146.93,144.35,146.72,1820241,18715,146.214122,ZBH
2021-09-20 04:00:00+00:00,145.04,145.87,142.335,144.05,1200043,17490,144.016944,ZBH
2021-09-21 04:00:00+00:00,145.55,145.84,142.73,142.76,1458165,16604,143.434019,ZBH
2021-09-22 04:00:00+00:00,143.77,146.97,143.17,145.7,1046869,17323,145.622152,ZBH
2021-09-23 04:00:00+00:00,145.94,151.65,145.535,150.4,2226891,30180,149.998635,ZBH
2021-09-24 04:00:00+00:00,150.39,151.725,149.185,151.23,1654939,22889,151.162212,ZBH
2021-09-27 04:00:00+00:00,150.62,153.76,150.35,151.54,1576925,23373,151.678923,ZBH
2021-09-28 04:00:00+00:00,151.04,152.4,150.03,150.85,1613790,24107,151.137534,ZBH
2021-09-29 04:00:00+00:00,150.47,151.13,148.821,149.36,907180,16073,149.512853,ZBH
2021-09-30 04:00:00+00:00,149.89,150.43,146.31,146.36,972283,17433,147.484351,ZBH
2021-10-01 04:00:00+00:00,147.49,150.1284,147.01,149.47,1380521,22780,148.965224,ZBH
2021-10-04 04:00:00+00:00,148.81,150.03,145.21,146.73,1122196,19588,146.732321,ZBH
2021-10-05 04:00:00+00:00,146.78,149.01,145.92,146.01,1153513,18052,147.157646,ZBH
2021-10-06 04:00:00+00:00,144.44,146.61,142.68,146.34,1084230,19083,145.110112,ZBH
2021-10-07 04:00:00+00:00,147.43,149.87,146.9609,147.74,988752,16319,148.271369,ZBH
2021-10-08 04:00:00+00:00,147.65,148.14,146.4,146.65,495117,9154,147.068285,ZBH
2021-10-11 04:00:00+00:00,146.37,148.02,143.76,143.79,787220,14470,144.99629,ZBH
2021-10-12 04:00:00+00:00,143.81,144.43,142.3,142.81,765849,12444,143.262526,ZBH
2021-10-13 04:00:00+00:00,142.84,143.1268,141.47,142.77,871498,14177,142.492608,ZBH
2021-10-14 04:00:00+00:00,144.07,145.9,143.86,145.63,795712,12824,145.360368,ZBH
2021-10-15 04:00:00+00:00,146.85,147.19,145.77,146.36,875270,11281,146.354145,ZBH
2021-10-18 04:00:00+00:00,145.08,145.77,142.93,144.97,1008013,15156,144.949766,ZBH
2021-10-19 04:00:00+00:00,143.86,149.815,143.5,148.92,1009336,15682,148.443522,ZBH
2021-10-20 04:00:00+00:00,150.0,151.26,148.11,150.13,1087113,15699,150.147739,ZBH
2021-10-21 04:00:00+00:00,150.14,151.73,149.65,150.81,731963,13195,150.772571,ZBH
2021-10-22 04:00:00+00:00,150.75,151.545,149.92,150.42,313135,7288,150.504751,ZBH
2021-10-25 04:00:00+00:00,150.37,151.85,149.27,151.03,818655,12834,151.149659,ZBH
2021-10-26 04:00:00+00:00,151.54,151.54,149.78,149.83,454861,10470,150.378257,ZBH
2021-10-27 04:00:00+00:00,149.98,149.98,146.27,146.31,650719,14018,147.211433,ZBH
2021-10-28 04:00:00+00:00,146.09,147.0,144.93,145.52,918467,14879,145.65124,ZBH
2021-10-29 04:00:00+00:00,143.01,143.49,139.24,143.12,1617509,23750,142.228991,ZBH
2021-11-01 04:00:00+00:00,143.54,147.18,143.13,145.79,1134607,18058,146.150725,ZBH
2021-11-02 04:00:00+00:00,145.89,146.725,144.51,145.67,883910,11992,145.782231,ZBH
2021-11-03 04:00:00+00:00,145.21,148.74,145.21,148.74,1407962,22370,147.294009,ZBH
2021-11-04 04:00:00+00:00,144.77,146.0,136.69,137.75,3648196,45522,140.153217,ZBH
2021-11-05 04:00:00+00:00,142.58,146.09,139.87,141.66,2976802,35734,142.901027,ZBH
2021-11-08 05:00:00+00:00,141.41,141.99,137.02,137.58,2751649,30655,138.035353,ZBH
2021-11-09 05:00:00+00:00,136.98,138.385,133.79,134.38,4091642,49657,134.698139,ZBH
2021-11-10 05:00:00+00:00,134.0,136.03,133.43,133.87,1313720,20522,134.429534,ZBH
2021-11-11 05:00:00+00:00,133.32,134.19,130.26,132.69,1598371,25501,131.843796,ZBH
2021-11-12 05:00:00+00:00,133.2,133.36,131.43,132.38,1616945,19667,132.42357,ZBH
2021-11-15 05:00:00+00:00,132.46,132.93,130.15,131.13,1456406,20364,131.415372,ZBH
2021-11-16 05:00:00+00:00,130.71,133.43,129.94,131.76,1615103,23394,132.11834,ZBH
2021-11-17 05:00:00+00:00,131.13,132.64,130.09,131.08,1320061,17286,131.597087,ZBH
2021-11-18 05:00:00+00:00,131.38,131.71,128.88,128.89,1310234,17449,129.464231,ZBH
2021-11-19 05:00:00+00:00,128.88,129.78,127.13,128.81,1913120,22955,128.589726,ZBH
2021-11-22 05:00:00+00:00,129.0,132.17,128.57,130.22,1355322,20079,130.629452,ZBH
2021-11-23 05:00:00+00:00,127.54,130.86,127.54,130.48,1537045,22603,130.120473,ZBH
2021-11-24 05:00:00+00:00,129.88,131.6806,129.85,130.27,1184101,19387,130.716812,ZBH
2021-11-26 05:00:00+00:00,127.14,128.69,124.83,125.62,1362499,14895,125.86104,ZBH
2021-11-29 05:00:00+00:00,126.77,126.8699,123.43,123.5,1427493,20625,124.220564,ZBH
2021-11-30 05:00:00+00:00,122.51,123.41,119.55,119.6,2438645,29658,120.354347,ZBH
2021-12-01 05:00:00+00:00,121.21,125.24,119.77,119.79,2002843,27376,122.204575,ZBH
2021-12-02 05:00:00+00:00,120.38,123.38,120.3,122.93,1393382,19540,122.440632,ZBH
2021-12-03 05:00:00+00:00,123.43,123.9131,120.04,121.22,1737039,25233,121.189879,ZBH
2021-12-06 05:00:00+00:00,123.3,126.93,122.688,125.49,2255191,27427,125.764298,ZBH
2021-12-07 05:00:00+00:00,127.69,130.33,127.4501,128.43,1804104,25625,128.982046,ZBH
2021-12-08 05:00:00+00:00,128.48,130.245,128.11,128.96,1287527,18625,129.399499,ZBH
2021-12-09 05:00:00+00:00,126.98,128.38,125.18,125.44,2419842,29615,126.257294,ZBH
2021-12-10 05:00:00+00:00,126.84,126.84,122.77,124.49,1640692,23831,124.376851,ZBH
2021-12-13 05:00:00+00:00,124.49,126.98,124.49,125.46,1574516,21163,125.605696,ZBH
2021-12-14 05:00:00+00:00,124.94,126.37,123.09,123.28,1288106,18496,124.233724,ZBH
2021-12-15 05:00:00+00:00,122.67,123.41,118.27,120.68,3149519,33206,120.433152,ZBH
2021-12-16 05:00:00+00:00,121.36,123.45,119.5,120.47,3238372,33103,120.75726,ZBH
2021-12-17 05:00:00+00:00,120.0,123.23,118.65,120.85,4069619,25940,120.933615,ZBH
2021-12-20 05:00:00+00:00,119.15,119.9535,116.6,118.89,2481682,28473,118.859844,ZBH
2021-12-21 05:00:00+00:00,120.15,123.5,119.5,122.46,1850706,18614,122.505803,ZBH
2021-12-22 05:00:00+00:00,122.07,124.73,121.43,124.73,989899,15020,123.64895,ZBH
2021-12-23 05:00:00+00:00,125.65,127.07,124.89,126.99,1396662,16942,126.434263,ZBH
2021-12-27 05:00:00+00:00,126.99,127.88,125.32,127.81,1172119,20667,127.004992,ZBH
2021-12-28 05:00:00+00:00,127.71,129.38,127.55,128.21,1462096,13548,128.291203,ZBH
2021-12-29 05:00:00+00:00,128.08,129.39,127.74,128.23,2435429,18394,128.357286,ZBH
2021-12-30 05:00:00+00:00,128.37,129.4,128.07,128.27,1266841,17676,128.544454,ZBH
2021-12-31 05:00:00+00:00,127.96,129.055,127.0,127.04,913529,13680,127.466649,ZBH
2022-01-03 05:00:00+00:00,127.35,129.94,126.615,129.13,1149975,16739,129.034551,ZBH
2022-01-04 05:00:00+00:00,128.9,131.775,128.25,130.44,1359841,20355,130.395633,ZBH
2022-01-05 05:00:00+00:00,131.1,133.59,129.92,130.01,1833108,24733,131.096112,ZBH
2022-01-06 05:00:00+00:00,130.89,132.36,128.68,128.93,1054482,17679,129.827573,ZBH
2022-01-07 05:00:00+00:00,127.2,129.46,127.03,128.15,1639635,19009,128.371407,ZBH
2022-01-10 05:00:00+00:00,127.34,127.89,125.5,126.9,1878552,23254,126.687801,ZBH
2022-01-11 05:00:00+00:00,127.57,129.0853,126.67,128.38,1444667,22413,128.143806,ZBH
2022-01-12 05:00:00+00:00,128.06,128.57,124.02,125.58,1845487,27521,125.656972,ZBH
2022-01-13 05:00:00+00:00,126.18,129.525,126.06,128.07,1805025,25490,128.159937,ZBH
2022-01-14 05:00:00+00:00,126.85,127.86,124.76,127.38,1403599,21019,126.462006,ZBH
2022-01-18 05:00:00+00:00,126.85,127.23,124.93,126.35,2119785,28380,126.42009,ZBH
2022-01-19 05:00:00+00:00,123.39,126.15,123.18,123.27,1741750,25026,124.101707,ZBH
2022-01-20 05:00:00+00:00,122.73,126.9999,122.73,123.04,1678765,26004,124.70307,ZBH
2022-01-21 05:00:00+00:00,123.25,124.29,121.165,122.54,2963008,29597,122.575384,ZBH
2022-01-24 05:00:00+00:00,120.19,123.7,118.34,123.65,2000492,32200,120.873834,ZBH
2022-01-25 05:00:00+00:00,121.36,122.94,118.96,120.95,2341204,32289,121.45103,ZBH
2022-01-26 05:00:00+00:00,121.47,123.15,119.53,120.49,2793232,34930,121.488916,ZBH
2022-01-27 05:00:00+00:00,121.78,122.55,120.36,121.24,1871638,25364,121.29249,ZBH
2022-01-28 05:00:00+00:00,121.48,121.8,117.8815,120.89,2244984,29928,119.586533,ZBH
2022-01-31 05:00:00+00:00,120.0,123.12,119.44,123.02,1440718,21043,122.040636,ZBH
2022-02-01 05:00:00+00:00,123.17,124.22,122.3,123.99,1031981,18224,123.597789,ZBH
2022-02-02 05:00:00+00:00,121.23,122.625,119.3057,121.71,2458194,31993,121.522062,ZBH
2022-02-03 05:00:00+00:00,121.7,122.41,120.435,121.27,1868745,25415,121.158958,ZBH
2022-02-04 05:00:00+00:00,121.0,123.78,120.51,122.83,1750438,25281,122.168639,ZBH
2022-02-07 05:00:00+00:00,114.3,118.89,111.53,111.67,6288357,72943,114.032013,ZBH
2022-02-08 05:00:00+00:00,108.79,120.32,108.47,119.88,4519547,51876,117.809922,ZBH
2022-02-09 05:00:00+00:00,120.33,122.2,119.76,120.05,2116597,28798,120.700015,ZBH
2022-02-10 05:00:00+00:00,119.05,121.2,118.3,118.77,2355851,30628,119.621932,ZBH
2022-02-11 05:00:00+00:00,119.38,120.47,116.05,116.21,1762918,26501,117.126799,ZBH
2022-02-14 05:00:00+00:00,116.59,117.96,115.57,116.99,1053285,16638,117.083787,ZBH
2022-02-15 05:00:00+00:00,118.73,122.28,118.395,122.14,1515439,23463,121.355949,ZBH
2022-02-16 05:00:00+00:00,121.44,122.68,119.645,122.5,1684492,21134,121.423993,ZBH
2022-02-17 05:00:00+00:00,121.18,121.93,119.49,119.97,1244827,17893,120.505475,ZBH
2022-02-18 05:00:00+00:00,119.84,121.785,119.84,121.02,1162108,20929,120.85573,ZBH
2022-02-22 05:00:00+00:00,121.56,124.35,121.0,122.97,2001671,27636,122.848432,ZBH
2022-02-23 05:00:00+00:00,123.49,124.42,121.89,122.58,1369024,21999,122.668467,ZBH
2022-02-24 05:00:00+00:00,120.63,123.58,119.815,123.48,1427758,24093,121.857099,ZBH
2022-02-25 05:00:00+00:00,124.18,126.81,122.56,126.7,1518071,27629,125.66924,ZBH
2022-02-28 05:00:00+00:00,125.22,127.405,124.96,127.19,2266926,29634,126.662474,ZBH
2022-03-01 05:00:00+00:00,124.77,126.46,121.08,124.14,6915229,50494,123.862501,ZBH
2022-03-02 05:00:00+00:00,122.54,124.3,121.86,122.69,1978467,29684,122.953037,ZBH
2022-03-03 05:00:00+00:00,123.92,123.94,121.31,122.13,1435941,21032,122.173125,ZBH
2022-03-04 05:00:00+00:00,120.59,121.16,119.05,120.44,1301248,21087,120.105722,ZBH
2022-03-07 05:00:00+00:00,120.28,120.28,115.72,116.68,1593589,24056,117.246075,ZBH
2022-03-08 05:00:00+00:00,115.91,117.96,114.27,115.75,1629519,24559,116.174697,ZBH
2022-03-09 05:00:00+00:00,117.97,118.96,117.07,117.64,1153562,17701,117.841827,ZBH
2022-03-10 05:00:00+00:00,116.76,119.42,115.83,119.34,1395357,19590,118.545566,ZBH
2022-03-11 05:00:00+00:00,120.27,121.26,118.18,118.82,1991731,22873,119.036916,ZBH
2022-03-14 04:00:00+00:00,119.82,120.68,117.05,117.69,1323221,21561,118.420798,ZBH
2022-03-15 04:00:00+00:00,119.31,120.17,118.01,119.2,1234886,18840,119.157116,ZBH
2022-03-16 04:00:00+00:00,120.0,122.3,119.34,121.99,1534975,19144,121.223801,ZBH
2022-03-17 04:00:00+00:00,120.98,122.625,120.17,122.28,1798103,22361,121.983611,ZBH
2022-03-18 04:00:00+00:00,122.36,122.82,119.7,120.77,2912095,30691,120.805303,ZBH
2022-03-21 04:00:00+00:00,120.73,121.295,120.06,121.04,1409209,20302,120.685268,ZBH
2022-03-22 04:00:00+00:00,121.26,121.725,119.935,120.48,1808866,19766,120.554562,ZBH
2022-03-23 04:00:00+00:00,119.79,121.68,117.86,120.74,2385036,33789,120.258012,ZBH
2022-03-24 04:00:00+00:00,121.3,125.89,121.16,124.15,2374751,31125,124.453871,ZBH
2022-03-25 04:00:00+00:00,124.61,125.34,123.82,125.28,1127981,17756,124.777219,ZBH
2022-03-28 04:00:00+00:00,125.4,126.04,123.33,125.68,1603337,22004,124.767068,ZBH
2022-03-29 04:00:00+00:00,126.84,129.6,126.84,129.58,1712192,27456,128.665743,ZBH
2022-03-30 04:00:00+00:00,129.05,129.9,127.95,128.69,1150178,21391,128.564051,ZBH
2022-03-31 04:00:00+00:00,128.42,129.805,127.84,127.9,1359373,19220,128.736596,ZBH
2022-04-01 04:00:00+00:00,126.75,128.54,125.88,127.73,1612112,23938,127.102927,ZBH
2022-04-04 04:00:00+00:00,126.93,127.275,124.66,125.86,1348559,19589,125.856927,ZBH
